829.001764170969,-1024.50659827283
832.730134832312,-1022.86414662178
834.624683911725,-1025.25743619494
836.274916826405,-1025.09941376991
839.025238501913,-1024.83534943546
844.037322645438,-1024.99577421714
845.322026290479,-1026.80230371435
848.871864317338,-1029.03275924253
850.708513890674,-1030.78537315769
851.809369420697,-1030.67803137844
853.398280166605,-1029.87901552945
854.311744124719,-1027.85818500182
854.549698102085,-1024.61613833922
854.537272495726,-1018.82377703711
854.099849152095,-1014.36103903252
854.386119502249,-1005.96696626931
853.523938141333,-1002.83388877877
853.948257752181,-1001.50555413202
854.919413807848,-1000.12307134157
856.502145058158,-999.323939848396
856.313908688545,-997.412181169074
856.845213039932,-991.569835414585
857.331022353885,-990.878368244586
858.17437832567,-988.221813535674
857.985605167507,-986.310781151971
858.218369399,-983.07124631237
858.93496785312,-979.141256292496
860.450177538153,-977.704971551627
861.607559055497,-978.233115887424
863.312258778398,-978.706913517962
868.16061403909,-988.51657064307
871.218682807175,-991.427458599625
871.245170674086,-997.216354870987
872.725253792778,-1000.92922282027
872.432215330731,-1003.53310011574
870.619645604526,-1007.57630751627
872.100441338596,-1011.29061840425
873.160432633894,-1016.33427093044
875.614566698862,-1018.66348117942
878.491327215524,-1019.66208956460
880.818238615697,-1020.71498870553
882.111964533237,-1022.51611996358
884.76401989642,-1026.75572229741
886.608104651833,-1028.50103807099
887.061436936299,-1032.96373296378
884.309283585417,-1033.24286578668
877.215391886713,-1034.60219935266
872.32291008972,-1035.73648622877
868.467622087416,-1036.12062812339
866.878586929685,-1036.92250286535
866.517500916885,-1038.89049931871
867.746011963357,-1040.05655455692
872.641344652215,-1038.92519638190
875.946948260962,-1038.59445698288
879.803327339103,-1038.20701390751
886.283721906318,-1036.26341860066
899.304393365849,-1032.99993174474
906.879600620353,-1030.92782583558
906.61474775163,-1028.37813202230
906.966297299246,-1026.40900556168
908.616746735204,-1026.23729995152
912.400996775562,-1025.19790105417
912.484292289302,-1020.67957430874
916.332029172506,-1020.27608444735
918.330436181801,-1018.13305768794
NA,NA
829.001764170969,-1024.50659827283
823.966528121692,-988.960714969181
820.095398387863,-959.7582831466
817.678425302386,-945.851782111335
812.255959663054,-911.6862144895
808.413772630227,-882.52779316999
805.298057191835,-861.012754504381
806.130065539487,-823.751163035429
805.228956803539,-814.223755094135
806.14998742511,-784.02715562966
806.259419490851,-745.60041526291
806.658032904685,-738.521623738393
807.214728620766,-705.195067743593
806.710881007175,-677.741100381593
806.620958397718,-654.732537836139
807.331579795466,-618.233829928404
807.14725249702,-616.334763899389
806.7192485795,-590.182861809273
806.683194788474,-573.580183183966
806.950847685053,-560.143250444647
807.182667845856,-525.006818210063
805.045849669182,-524.5775147738
801.441499337526,-519.823393755053
798.877403621865,-514.967269519688
NA,NA
798.877403621865,-514.967269519688
799.210088703895,-513.020738892138
816.81298632073,-511.28863573994
851.554846377171,-508.396821302376
885.769544348593,-505.41386184302
887.839433297065,-505.190139411377
922.042524951489,-502.055577406645
926.250501270869,-502.221079064938
968.639919537236,-497.322851266998
1010.04821842385,-492.963397809053
1031.81797661226,-490.890252260953
NA,NA
1031.81797661226,-490.890252260953
1035.79227420252,-505.755911495608
1043.04677459195,-529.816572259125
1045.08417345905,-533.40183530842
1054.77905311513,-568.052660989828
1061.01186781070,-587.770081382177
1064.80136450542,-600.750205183022
1066.57719628738,-606.294394436856
1074.26481227576,-632.890160396839
1079.78393091121,-650.788779702835
1082.26257975280,-657.528188023946
1091.52236679736,-691.644003324452
1092.21588256079,-692.838904146864
1099.83292665388,-718.188041362044
1099.99810612445,-719.452252290003
1102.36868826174,-721.06991440743
1105.23897110784,-726.478729595191
1107.16403296746,-728.797369566104
1107.41308279485,-730.693252383044
1108.19371329635,-732.518921391069
1111.15318768380,-738.55948770471
1111.73581117738,-742.983883863447
1115.34677178367,-745.722627549359
1117.69583847748,-751.200492546882
1121.84473768813,-753.866512421029
1124.39690359301,-756.744358146723
